,split
7979,train
7980,train
7981,train
7982,train
7983,train
7984,train
7985,train
7986,train
7987,test
7988,train
7989,train
7990,train
7991,train
7992,train
7993,train
7994,train
7995,train
7996,test
7997,train
7998,train
7999,train
8000,train
8001,train
8002,train
8003,train
8004,train
8005,train
8006,train
8007,train
8008,train
8009,train
8010,train
8011,train
8012,train
8013,test
8014,train
8015,train
8016,test
8017,train
8018,train
8019,train
8020,train
8021,train
8022,train
8023,train
8024,train
8025,train
8026,train
8027,train
8028,train
8029,test
8030,train
8031,train
8032,train
8033,train
8034,train
8035,train
8036,train
8037,train
8038,test
8039,train
8040,train
8041,train
8042,train
8043,train
8044,test
8045,train
8046,train
8047,train
8048,train
8049,train
8050,train
8051,test
8052,train
8053,train
8054,train
8055,train
8056,test
8057,train
8058,train
8059,train
8060,train
8061,train
8062,train
8063,train
8064,train
8065,train
8066,train
8067,train
8068,test
8069,train
8070,train
8071,test
8072,train
8073,train
8074,train
8075,train
8076,train
8077,train
8078,train
8079,train
8080,train
8081,train
8082,train
8083,train
8084,test
8085,train
8086,train
8087,train
8088,train
8089,train
8090,train
8091,train
8092,train
8093,train
8094,test
8095,train
8096,train
8097,train
8098,train
8099,test
8100,train
8101,train
8102,test
8103,train
8104,train
8105,test
8106,test
8107,train
8108,train
8109,train
8110,train
8111,train
8112,train
8113,train
8114,test
8115,train
8116,train
8117,train
8118,test
8119,train
8120,train
8121,train
8122,train
8123,train
8124,train
8125,train
8126,train
8127,train
8128,train
8129,train
8130,test
8131,train
8132,test
8133,train
8134,train
8135,train
8136,train
8137,train
8138,train
8139,train
8140,train
8141,train
8142,train
8143,train
8144,train
8145,test
8146,train
8147,train
8148,train
8149,test
8150,train
8151,train
8152,train
8153,train
8154,train
8155,train
8156,train
8157,train
8158,train
8159,train
8160,train
8161,train
8162,train
8163,train
8164,train
8165,train
8166,train
8167,train
8168,train
8169,train
8170,train
8171,train
8172,train
8173,test
8174,test
8175,train
8176,train
8177,test
8178,train
8179,train
8180,train
8181,train
8182,train
8183,train
8184,train
8185,train
8186,test
8187,test
8188,test
8189,train
8190,train
8191,train
8192,train
8193,train
8194,train
8195,train
8196,train
8197,test
8198,train
8199,train
8200,test
8201,test
8202,train
8203,train
8204,train
8205,test
8206,test
8207,train
8208,train
8209,train
8210,train
8211,test
8212,train
8213,train
8214,train
8215,train
8216,train
8217,test
8218,train
8219,train
8220,test
8221,train
8222,test
8223,train
8224,train
8225,train
8226,train
8227,train
8228,train
8229,train
8230,train
8231,test
8232,train
8233,train
8234,train
8235,train
8236,train
8237,train
8238,train
8239,train
8240,train
8241,test
8242,train
8243,train
8244,train
8245,train
8246,train
8247,train
8248,train
8249,test
8250,train
8251,test
8252,test
8253,train
8254,test
8255,train
8256,train
8257,train
8258,train
8259,train
8260,train
8261,train
8262,train
8263,train
8264,train
8265,test
8266,train
8267,train
8268,train
8269,train
8270,train
8271,train
8272,train
8273,train
8274,test
8275,train
8276,train
8277,train
8278,train
8279,train
8280,train
8281,train
8282,test
8283,train
8284,train
8285,train
8286,train
8287,train
8288,train
8289,train
8290,train
8291,train
8292,train
8293,train
8294,train
8295,train
8296,train
8297,train
8298,train
8299,train
8300,train
8301,train
8302,train
8303,train
8304,train
8305,train
8306,train
8307,train
8308,train
8309,train
8310,train
8311,train
8312,train
8313,train
8314,train
8315,train
8316,test
8317,test
8318,train
8319,test
8320,train
8321,train
8322,train
8323,train
8324,train
8325,train
8326,train
8327,train
8328,test
8329,train
8330,train
8331,test
8332,train
8333,train
8334,train
8335,train
8336,train
8337,train
8338,test
8339,test
8340,train
8341,train
8342,train
8343,train
8344,train
8345,train
8346,train
8347,train
8348,test
8349,train
8350,train
8351,train
8352,train
8353,train
8354,test
8355,train
8356,train
8357,test
8358,train
8359,train
8360,train
8361,train
8362,test
8363,train
8364,train
8365,test
8366,train
8367,train
8368,test
8369,train
8370,train
8371,train
8372,train
8373,train
8374,train
8375,test
8376,train
8377,train
8378,train
8379,train
8380,test
8381,train
8382,train
8383,train
8384,train
8385,train
8386,train
8387,test
8388,train
8389,test
8390,train
8391,train
8392,test
8393,test
8394,test
8395,train
8396,train
8397,train
8398,train
8399,train
8400,train
8401,train
8402,test
8403,train
8404,train
8405,train
8406,test
8407,train
8408,train
8409,train
8410,test
8411,train
8412,test
8413,train
8414,train
8415,test
8416,train
8417,train
8418,train
8419,test
8420,train
8421,test
8422,train
8423,test
8424,test
8425,train
8426,train
8427,test
8428,train
8429,train
8430,train
8431,train
8432,train
8433,train
8434,train
8435,train
8436,train
8437,train
8438,train
8439,train
8440,train
8441,train
8442,test
8443,train
8444,test
8445,test
8446,train
8447,train
8448,train
8449,train
8450,train
8451,train
8452,train
8453,train
8454,train
8455,train
8456,train
8457,train
8458,train
8459,test
8460,train
8461,train
8462,train
8463,train
8464,train
8465,train
8466,train
8467,train
8468,train
8469,train
8470,train
8471,train
8472,test
8473,train
8474,train
8475,test
8476,train
8477,train
8478,train
8479,train
8480,train
8481,test
8482,test
8483,train
8484,train
8485,test
8486,train
8487,test
8488,test
8489,train
8490,train
8491,train
8492,test
8493,train
8494,train
8495,train
8496,train
8497,train
8498,train
8499,train
8500,train
8501,test
8502,train
8503,train
8504,test
8505,train
8506,train
8507,train
8508,test
8509,train
8510,train
8511,train
8512,train
8513,test
8514,test
8515,train
8516,train
8517,train
8518,train
8519,train
8520,train
8521,train
8522,train
8523,train
8524,train
8525,train
8526,test
8527,train
8528,train
8529,train
8530,test
8531,train
8532,train
8533,train
8534,train
8535,train
8536,train
8537,train
8538,train
8539,train
8540,train
8541,train
8542,train
8543,train
8544,test
8545,train
8546,train
8547,train
8548,train
8549,train
8550,train
8551,train
8552,train
8553,test
8554,train
8555,train
8556,train
8557,train
8558,test
8559,train
8560,test
8561,test
8562,train
8563,test
8564,train
8565,train
8566,train
8567,test
8568,train
8569,train
8570,train
8571,train
8572,test
8573,train
8574,train
8575,train
8576,train
8577,train
8578,train
8579,train
8580,train
8581,train
8582,train
8583,train
8584,train
8585,train
8586,train
8587,test
8588,train
8589,train
8590,test
8591,test
8592,train
8593,train
8594,test
8595,test
8596,train
8597,train
8598,train
8599,train
8600,train
8601,train
8602,train
8603,test
8604,train
8605,test
8606,train
8607,train
8608,train
8609,train
8610,train
8611,train
8612,test
8613,train
8614,train
8615,test
8616,test
8617,train
8618,train
8619,train
8620,train
8621,train
8622,train
8623,train
8624,train
8625,train
8626,train
8627,train
8628,train
8629,train
8630,train
8631,train
8632,test
8633,test
8634,test
8635,train
8636,train
8637,train
8638,train
8639,train
8640,train
8641,train
8642,train
8643,train
8644,train
8645,train
8646,train
8647,train
8648,train
8649,train
8650,train
8651,train
8652,train
8653,train
8654,test
8655,train
8656,train
8657,train
8658,test
8659,test
8660,train
8661,train
8662,train
8663,train
8664,train
8665,train
8666,test
8667,train
8668,train
8669,train
8670,test
8671,train
8672,train
8673,train
8674,train
8675,train
8676,test
8677,train
8678,train
8679,train
8680,train
8681,train
8682,test
8683,train
8684,train
8685,test
8686,train
8687,train
8688,train
8689,train
8690,train
8691,train
8692,train
8693,train
8694,train
8695,test
8696,train
8697,train
8698,train
8699,train
8700,train
8701,train
8702,train
8703,train
8704,train
8705,train
8706,train
8707,test
8708,train
8709,test
8710,train
8711,train
8712,train
8713,train
8714,train
8715,train
8716,train
8717,train
8718,train
8719,test
8720,train
8721,train
8722,train
8723,test
8724,test
8725,train
8726,train
8727,train
8728,train
8729,train
8730,train
8731,test
8732,train
8733,train
8734,train
8735,train
8736,train
8737,train
8738,train
8739,test
8740,train
8741,train
8742,train
8743,train
8744,train
8745,train
8746,train
8747,test
8748,test
8749,train
8750,train
8751,train
8752,train
8753,train
8754,train
8755,train
8756,train
8757,test
8758,test
8759,train
8760,train
8761,train
8762,test
8763,train
8764,test
8765,train
8766,test
8767,train
8768,test
8769,train
8770,train
8771,test
8772,train
8773,train
8774,train
8775,train
8776,train
8777,train
8778,train
8779,train
8780,train
8781,train
8782,train
8783,train
8784,test
8785,train
8786,train
8787,train
8788,test
8789,train
8790,train
8791,train
8792,train
8793,train
8794,test
8795,train
8796,train
8797,train
8798,train
8799,train
8800,test
8801,train
8802,train
8803,train
8804,test
8805,train
8806,train
8807,train
8808,test
8809,train
8810,test
8811,train
8812,test
8813,test
8814,train
8815,train
8816,train
8817,test
8818,train
8819,test
8820,train
8821,test
8822,train
8823,train
8824,test
8825,train
8826,train
8827,train
8828,test
8829,train
8830,train
8831,train
8832,train
8833,train
8834,train
8835,train
8836,train
8837,train
8838,train
8839,test
8840,test
8841,train
8842,train
8843,train
8844,test
8845,train
8846,train
8847,train
8848,train
8849,train
8850,test
8851,train
8852,train
8853,train
8854,train
8855,train
8856,train
8857,train
8858,test
8859,train
8860,train
8861,train
8862,train
8863,test
8864,train
8865,train
8866,train
8867,train
8868,train
8869,train
8870,train
8871,train
8872,train
8873,train
8874,train
8875,train
8876,train
8877,train
8878,train
8879,train
8880,train
8881,train
8882,train
8883,train
8884,train
8885,test
8886,train
8887,train
8888,train
8889,train
8890,train
8891,train
8892,train
8893,train
8894,train
8895,train
8896,train
8897,train
8898,train
8899,train
8900,train
8901,test
8902,train
8903,train
8904,train
8905,train
8906,train
8907,test
8908,train
8909,train
8910,train
8911,train
8912,train
8913,train
8914,train
8915,train
8916,train
8917,train
8918,train
8919,test
8920,test
8921,train
8922,train
8923,test
8924,test
8925,test
8926,test
8927,train
8928,train
8929,train
8930,test
8931,train
8932,train
8933,train
8934,train
8935,train
8936,train
8937,test
8938,test
8939,train
8940,train
8941,train
8942,train
8943,test
8944,train
8945,train
8946,train
8947,train
8948,test
8949,train
8950,train
8951,train
8952,train
8953,train
8954,train
8955,train
8956,train
8957,train
8958,train
8959,test
8960,train
8961,test
8962,train
8963,train
8964,train
8965,train
8966,train
8967,train
8968,train
8969,test
8970,train
8971,train
8972,train
8973,test
8974,train
8975,train
8976,train
8977,train
8978,train
8979,train
8980,train
8981,test
8982,test
8983,test
8984,train
8985,test
8986,test
8987,test
8988,train
8989,test
8990,train
8991,train
8992,train
8993,train
8994,test
8995,train
8996,train
8997,train
8998,train
8999,test
9000,train
9001,train
9002,train
9003,train
9004,train
9005,train
9006,train
9007,train
9008,train
9009,test
9010,train
9011,train
9012,train
9013,train
9014,train
9015,train
9016,test
9017,train
9018,train
9019,train
9020,train
9021,train
9022,train
9023,train
9024,train
9025,test
9026,train
9027,test
9028,train
9029,test
9030,test
9031,test
9032,train
9033,train
9034,train
9035,train
9036,train
9037,train
9038,train
9039,test
9040,train
9041,test
9042,train
9043,train
9044,test
9045,train
9046,train
9047,test
9048,test
9049,train
9050,train
9051,train
9052,train
9053,test
9054,train
9055,train
9056,train
9057,train
9058,test
9059,train
9060,test
9061,test
9062,train
9063,train
9064,train
9065,train
9066,train
9067,train
9068,train
9069,train
9070,train
9071,train
9072,train
9073,train
9074,train
9075,train
9076,train
9077,train
9078,train
9079,train
9080,train
9081,train
9082,train
9083,train
9084,train
9085,train
9086,train
9087,test
9088,test
9089,train
9090,train
9091,train
9092,train
9093,train
9094,train
9095,train
9096,train
9097,train
9098,test
9099,train
9100,train
9101,train
9102,train
9103,train
9104,train
9105,train
9106,test
9107,test
9108,train
9109,train
9110,train
9111,train
9112,train
9113,train
9114,train
9115,test
9116,train
9117,train
9118,train
9119,train
9120,test
9121,test
9122,train
9123,train
9124,train
9125,test
9126,test
9127,test
9128,train
9129,train
9130,train
9131,train
9132,train
9133,train
9134,train
9135,train
9136,train
9137,train
9138,test
9139,train
9140,test
9141,train
9142,train
9143,test
9144,train
9145,test
9146,train
9147,train
9148,train
9149,train
9150,train
9151,train
9152,train
9153,train
9154,train
9155,train
9156,train
9157,train
9158,train
9159,test
9160,train
9161,train
9162,train
9163,test
9164,train
9165,test
9166,train
9167,train
9168,test
9169,test
9170,train
9171,train
9172,train
9173,train
9174,train
9175,test
9176,train
9177,train
9178,train
9179,train
9180,train
9181,train
9182,train
9183,train
9184,train
9185,train
9186,train
9187,train
9188,test
9189,train
9190,test
9191,train
9192,test
9193,train
9194,train
9195,train
9196,train
9197,train
9198,train
9199,test
9200,train
9201,train
9202,train
9203,train
9204,train
9205,train
9206,train
9207,test
9208,train
9209,train
9210,test
9211,test
9212,train
9213,test
9214,train
9215,test
9216,train
9217,test
9218,test
9219,test
9220,train
9221,train
9222,train
9223,test
9224,test
9225,train
9226,train
9227,train
9228,train
9229,train
9230,train
9231,train
9232,train
9233,train
9234,train
9235,train
9236,test
9237,train
9238,train
9239,train
9240,test
9241,train
9242,train
9243,train
9244,train
9245,train
9246,train
9247,train
9248,test
9249,train
9250,train
9251,train
9252,test
9253,train
9254,train
9255,train
9256,train
9257,train
9258,train
9259,train
9260,train
9261,train
9262,train
9263,train
9264,train
9265,train
9266,train
9267,train
9268,train
9269,test
9270,train
9271,test
9272,test
9273,test
9274,train
9275,train
9276,train
9277,test
9278,train
9279,train
9280,test
9281,test
9282,train
9283,train
9284,train
9285,train
9286,train
9287,train
9288,train
9289,train
9290,train
9291,test
9292,train
9293,train
9294,train
9295,test
9296,train
9297,train
9298,train
9299,train
9300,train
9301,train
9302,test
9303,train
9304,test
9305,test
9306,test
9307,test
9308,train
9309,train
9310,train
9311,test
9312,train
9313,train
9314,train
9315,train
9316,train
9317,test
9318,train
9319,test
9320,train
9321,train
9322,train
9323,train
9324,test
9325,train
9326,train
9327,train
9328,train
9329,train
9330,train
9331,train
9332,train
9333,train
9334,train
9335,train
9336,train
9337,train
9338,train
9339,train
9340,train
9341,train
9342,train
9343,train
9344,train
