,split
17974,train
17975,train
17976,test
17977,train
17978,train
17979,train
17980,train
17981,test
17982,train
17983,train
17984,train
17985,train
17986,train
17987,train
17988,train
17989,train
17990,train
17991,test
17992,train
17993,test
17994,train
17995,train
17996,train
17997,train
17998,train
17999,train
18000,train
18001,train
18002,train
18003,train
18004,train
18005,train
18006,train
18007,train
18008,train
18009,train
18010,train
18011,train
18012,test
18013,train
18014,train
18015,train
18016,train
18017,train
18018,train
18019,train
18020,train
18021,test
18022,train
18023,train
18024,train
18025,test
18026,train
18027,train
18028,train
18029,train
18030,train
18031,test
18032,train
18033,train
18034,train
18035,train
18036,train
18037,train
18038,train
18039,train
18040,train
18041,train
18042,train
18043,train
18044,train
18045,train
18046,train
18047,train
18048,test
18049,train
18050,train
18051,train
18052,test
18053,train
18054,train
18055,train
18056,train
18057,train
18058,test
18059,test
18060,test
18061,train
18062,train
18063,train
18064,train
18065,train
18066,train
18067,train
18068,train
18069,train
18070,train
18071,train
18072,train
18073,train
18074,train
18075,train
18076,test
18077,test
18078,train
18079,test
18080,train
18081,test
18082,train
18083,train
18084,train
18085,train
18086,train
18087,train
18088,train
18089,test
18090,train
18091,train
18092,train
18093,train
18094,train
18095,train
18096,train
18097,train
18098,train
18099,train
18100,train
18101,test
18102,train
18103,train
18104,train
18105,train
18106,train
18107,train
18108,train
18109,test
18110,train
18111,train
18112,train
18113,train
18114,train
18115,train
18116,test
18117,test
18118,train
18119,train
18120,train
18121,train
18122,train
18123,train
18124,train
18125,train
18126,train
18127,test
18128,train
18129,train
18130,train
18131,test
18132,train
18133,train
18134,train
18135,train
18136,train
18137,train
18138,test
18139,train
18140,test
18141,train
18142,test
18143,train
18144,train
18145,train
18146,train
18147,train
18148,train
18149,train
18150,test
18151,train
18152,train
18153,train
18154,train
18155,test
18156,train
18157,train
18158,train
18159,test
18160,train
18161,test
18162,test
18163,train
18164,train
18165,train
18166,train
18167,train
18168,train
18169,test
18170,train
18171,train
18172,train
18173,train
18174,train
18175,train
18176,train
18177,train
18178,train
18179,test
18180,train
18181,train
18182,train
18183,train
18184,train
18185,train
18186,train
18187,train
18188,train
18189,test
18190,train
18191,test
18192,train
18193,test
18194,train
18195,train
18196,test
18197,train
18198,train
18199,train
18200,train
18201,train
18202,test
18203,test
18204,train
18205,train
18206,test
18207,train
18208,train
18209,test
18210,test
18211,train
18212,train
18213,train
18214,test
18215,train
18216,train
18217,train
18218,train
18219,train
18220,train
18221,test
18222,train
18223,train
18224,test
18225,train
18226,train
18227,train
18228,test
18229,test
18230,test
18231,train
18232,train
18233,train
18234,train
18235,test
18236,train
18237,train
18238,test
18239,train
18240,train
18241,train
18242,test
18243,train
18244,test
18245,train
18246,train
18247,train
18248,test
18249,train
18250,train
18251,train
18252,train
18253,train
18254,train
18255,train
18256,test
18257,train
18258,train
18259,test
18260,train
18261,train
18262,train
18263,train
18264,train
18265,train
18266,train
18267,train
18268,train
18269,test
18270,train
18271,train
18272,train
18273,train
18274,train
18275,train
18276,train
18277,train
18278,test
18279,train
18280,test
18281,train
18282,train
18283,test
18284,train
18285,train
18286,train
18287,train
18288,train
18289,train
18290,train
18291,test
18292,test
18293,train
18294,train
18295,train
18296,train
18297,train
18298,train
18299,train
18300,train
18301,train
18302,train
18303,train
18304,train
18305,train
18306,train
18307,test
18308,test
18309,test
18310,train
18311,train
18312,train
18313,train
18314,train
18315,test
18316,train
18317,test
18318,train
18319,train
18320,test
18321,train
18322,train
18323,test
18324,train
18325,train
18326,train
18327,train
18328,train
18329,train
18330,train
18331,train
18332,train
18333,train
18334,train
18335,test
18336,train
18337,train
18338,train
18339,train
18340,test
18341,train
18342,train
18343,train
18344,test
18345,train
18346,train
18347,test
18348,train
18349,test
18350,train
18351,test
18352,train
18353,test
18354,train
18355,train
18356,train
18357,train
18358,train
18359,train
18360,train
18361,train
18362,train
18363,train
18364,train
18365,train
18366,train
18367,train
18368,test
18369,test
18370,train
18371,test
18372,train
18373,train
18374,test
18375,test
18376,train
18377,train
18378,train
18379,test
18380,test
18381,train
18382,test
18383,train
18384,test
18385,test
18386,train
18387,train
18388,test
18389,train
18390,train
18391,train
18392,train
18393,train
18394,test
18395,train
18396,train
18397,train
18398,test
18399,train
18400,train
18401,train
18402,train
18403,test
18404,train
18405,train
18406,train
18407,train
18408,train
18409,train
18410,train
18411,train
18412,train
18413,train
18414,train
18415,train
18416,train
18417,test
18418,train
18419,train
18420,train
18421,train
18422,test
18423,train
18424,train
18425,train
18426,train
18427,train
18428,train
18429,train
18430,train
18431,train
18432,train
18433,train
18434,train
18435,train
18436,test
18437,train
18438,train
18439,train
18440,test
18441,test
18442,test
18443,test
18444,train
18445,train
18446,train
18447,train
18448,test
18449,train
18450,train
18451,train
18452,train
18453,test
18454,train
18455,train
18456,train
18457,train
18458,train
18459,train
18460,train
18461,train
18462,train
18463,train
18464,train
18465,train
18466,test
18467,train
18468,train
18469,train
18470,train
18471,train
18472,test
18473,test
18474,train
18475,train
18476,train
18477,train
18478,train
18479,train
18480,test
18481,train
18482,train
18483,train
18484,train
18485,train
18486,train
18487,train
18488,train
18489,train
18490,train
18491,train
18492,train
18493,test
18494,train
18495,train
18496,test
18497,train
18498,train
18499,train
18500,train
18501,train
18502,train
18503,train
18504,train
18505,train
18506,test
18507,train
18508,train
18509,train
18510,train
18511,train
18512,train
18513,train
18514,train
18515,train
18516,train
18517,train
18518,train
18519,train
18520,train
18521,test
18522,train
18523,train
18524,train
18525,train
18526,train
18527,test
18528,test
18529,train
18530,train
18531,train
18532,test
18533,test
18534,train
18535,train
18536,train
18537,train
18538,train
18539,train
18540,train
18541,train
18542,train
18543,train
18544,train
18545,train
18546,train
18547,train
18548,train
18549,train
18550,train
18551,train
18552,test
18553,test
18554,test
18555,train
18556,test
18557,train
18558,train
18559,train
18560,train
18561,train
18562,train
18563,test
18564,train
18565,train
18566,train
18567,train
18568,train
18569,test
18570,train
18571,train
18572,test
18573,train
18574,test
18575,train
18576,train
18577,train
18578,train
18579,test
18580,train
18581,train
18582,train
18583,test
18584,train
18585,train
18586,train
18587,train
18588,train
18589,train
18590,train
18591,train
18592,train
18593,train
18594,test
18595,train
18596,test
18597,train
18598,train
18599,train
18600,train
18601,train
18602,train
18603,train
18604,train
18605,train
18606,train
18607,train
18608,train
18609,train
18610,train
18611,test
18612,train
18613,train
18614,train
18615,train
18616,train
18617,train
18618,train
18619,train
18620,train
18621,train
18622,train
18623,train
18624,train
18625,train
18626,train
18627,train
18628,train
18629,train
18630,test
18631,train
18632,train
18633,train
18634,train
18635,train
18636,train
18637,train
18638,train
18639,train
18640,train
18641,train
18642,train
18643,test
18644,train
18645,train
18646,train
18647,train
18648,train
18649,train
18650,train
18651,test
18652,train
18653,train
18654,test
18655,train
18656,train
18657,train
18658,train
18659,train
18660,test
18661,test
18662,train
18663,train
18664,train
18665,train
18666,train
18667,train
18668,train
18669,train
18670,train
18671,train
18672,train
18673,test
18674,train
18675,train
18676,train
18677,train
18678,train
18679,train
18680,train
18681,train
18682,train
18683,train
18684,train
18685,train
18686,train
18687,train
18688,test
18689,train
18690,test
18691,test
18692,train
18693,train
18694,train
18695,train
18696,test
18697,test
18698,train
18699,test
18700,test
18701,train
18702,train
18703,train
18704,train
18705,train
18706,train
18707,train
18708,train
18709,train
18710,train
18711,train
18712,train
18713,train
18714,train
18715,test
18716,train
18717,test
18718,train
18719,train
18720,train
18721,train
18722,train
18723,train
18724,train
18725,train
18726,train
18727,train
18728,train
18729,train
18730,train
18731,train
18732,train
18733,train
18734,train
18735,train
18736,train
18737,train
18738,train
18739,train
18740,test
18741,train
18742,train
18743,train
18744,train
18745,test
18746,test
18747,train
18748,train
18749,train
18750,train
18751,train
18752,train
18753,train
18754,train
18755,train
18756,train
18757,test
18758,train
18759,train
18760,train
18761,test
18762,train
18763,train
18764,train
18765,train
18766,train
18767,train
18768,train
18769,test
18770,train
18771,train
18772,train
18773,test
18774,train
18775,train
18776,train
18777,test
18778,train
18779,train
18780,train
18781,train
18782,test
18783,train
18784,test
18785,test
18786,train
18787,test
18788,test
18789,train
18790,test
18791,train
18792,train
18793,train
18794,train
18795,test
18796,train
18797,train
18798,train
18799,train
18800,test
18801,train
18802,train
18803,test
18804,train
18805,train
18806,test
18807,train
18808,train
18809,train
18810,train
18811,train
18812,train
18813,train
18814,train
18815,test
18816,train
18817,train
18818,train
18819,test
18820,test
18821,train
18822,test
18823,train
18824,train
18825,train
18826,train
18827,train
18828,train
18829,test
18830,train
18831,train
18832,train
18833,test
18834,test
18835,test
18836,train
18837,train
18838,train
18839,test
18840,train
18841,train
18842,train
18843,train
18844,train
18845,train
18846,train
18847,train
18848,train
18849,train
18850,test
18851,train
18852,train
18853,train
18854,test
18855,train
18856,train
18857,test
18858,train
18859,train
18860,train
18861,train
18862,test
18863,test
18864,test
18865,train
18866,train
18867,train
18868,train
18869,train
18870,train
18871,test
18872,train
18873,train
18874,train
18875,train
18876,train
18877,train
18878,train
18879,test
18880,train
18881,test
18882,train
18883,train
18884,train
18885,test
18886,train
18887,train
18888,train
18889,train
18890,train
18891,test
18892,train
18893,train
18894,train
18895,test
18896,train
18897,train
18898,train
18899,test
18900,train
18901,test
18902,train
18903,train
18904,train
18905,train
18906,train
18907,train
18908,train
18909,train
18910,train
18911,train
18912,train
18913,test
18914,train
18915,train
18916,train
18917,train
18918,test
18919,train
18920,test
18921,test
18922,train
18923,train
18924,test
18925,train
18926,train
18927,train
18928,test
18929,train
18930,test
18931,train
18932,train
18933,train
18934,train
18935,train
18936,train
18937,train
18938,train
18939,train
18940,train
18941,train
18942,train
18943,train
18944,train
18945,train
18946,train
18947,test
18948,train
18949,train
18950,train
18951,train
18952,train
18953,train
18954,train
18955,train
18956,train
18957,test
18958,train
18959,test
18960,train
18961,train
18962,train
18963,test
18964,train
18965,test
18966,train
18967,test
18968,train
18969,train
18970,train
18971,train
18972,train
18973,train
18974,train
18975,train
18976,train
18977,train
18978,train
18979,train
18980,train
18981,train
18982,train
18983,test
18984,test
18985,train
18986,train
18987,train
18988,train
18989,train
18990,train
